,t,x,y
0,0.0,4.78163509155479,3.03525735602479
1,0.202020202020202,6.114004609747,2.18974588998749
2,0.404040404040404,6.23836095039208,1.47890677224732
3,0.606060606060606,5.52052404752254,0.989836035911305
4,0.808080808080808,4.58254574572571,0.95782740530246
5,1.01010101010101,3.6954933820333,0.808976399122818
6,1.21212121212121,2.73241063208304,0.555099104243417
7,1.41414141414141,1.93007859412134,0.482597740711001
8,1.61616161616161,1.61129363701682,0.545574159823009
9,1.81818181818181,1.25280509252033,0.737878099053217
10,2.02020202020202,0.996476455704714,0.619121352563381
11,2.22222222222222,0.836166354631924,0.713814205774855
12,2.42424242424242,0.557964643488063,0.809139252431555
13,2.62626262626262,0.425747348937021,0.907096739814415
14,2.82828282828282,0.292845440940204,1.20019797607999
15,3.03030303030303,0.429985776254677,1.15551425147462
16,3.23232323232323,0.290474289276109,1.46200710412654
17,3.43434343434343,0.236231084778616,1.77903169758662
18,3.63636363636363,0.447374613100565,1.90884655057435
19,3.83838383838383,0.345847888161687,2.18036662237046
20,4.04040404040404,0.266830521392537,2.45451334389259
21,4.24242424242424,0.528417707840757,2.87645734098287
22,4.44444444444444,0.658070245158589,3.34293735589396
23,4.64646464646464,0.994687618642504,3.64158992944623
24,4.84848484848484,1.5685611106734,3.94873829654361
25,5.05050505050505,2.55628161567958,3.83569514051548
26,5.25252525252525,4.05272265131389,3.42440295306931
27,5.45454545454545,5.39827216346817,2.97234103993543
28,5.65656565656565,6.1343043109514,1.97992360689342
29,5.85858585858585,6.1755967214705,1.30265342021415
30,6.06060606060606,5.04337145189107,0.870264302987884
31,6.26262626262626,4.4033532488101,0.653789734648846
32,6.46464646464646,3.26795377800498,0.672755226961234
33,6.66666666666666,2.66918471388845,0.577948372285638
34,6.86868686868686,1.95164064457133,0.617212155911724
35,7.07070707070707,1.47972638384185,0.645143845540444
36,7.27272727272727,1.21762542549842,0.690836856183393
37,7.47474747474747,0.92610618148464,0.599461075414289
38,7.67676767676767,0.763174570562565,0.792221526093722
39,7.87878787878787,0.683365571909476,0.78077761592158
40,8.08080808080808,0.489305239378622,0.93441085060006
41,8.28282828282828,0.502924643179615,1.00700855523868
42,8.48484848484848,0.176319512320147,1.21962624848739
43,8.68686868686868,0.211931547454908,1.29428758428512
44,8.88888888888888,0.193912470903098,1.70666312349692
45,9.09090909090908,0.313929937774083,1.92431546849216
46,9.29292929292929,0.316124367831174,2.44183875588808
47,9.49494949494949,0.287686601818139,2.61408081561601
48,9.69696969696969,0.434137982558307,3.05851749136251
49,9.89898989898989,0.785326186783677,3.4901668962992
50,10.1010101010101,1.23239763781837,3.90039400561901
51,10.3030303030303,1.91250491980139,3.88133055841903
52,10.5050505050505,2.90977147178177,3.87626492762623
53,10.7070707070707,4.48294453768494,3.16769415592526
54,10.9090909090909,5.65027253062229,2.47120555964032
55,11.1111111111111,6.37322741171339,1.68769770977493
56,11.3131313131313,5.73552279349876,1.16042605154314
57,11.5151515151515,4.77653997958713,0.806900558325929
58,11.7171717171717,4.00597789375031,0.885704054583912
59,11.9191919191919,3.1345396753149,0.447517142537343
60,12.1212121212121,2.25261306503211,0.798212897651942
61,12.3232323232323,1.78222451288098,0.539859927630124
62,12.5252525252525,1.33145955585118,0.684952874971796
63,12.7272727272727,1.07897012209726,0.633569063946695
64,12.9292929292929,0.799243172380642,0.90963701991557
65,13.1313131313131,0.821058721718335,0.693737123039372
66,13.3333333333333,0.687307270394641,0.947342635353545
67,13.5353535353535,0.573977035013102,1.08333741485159
68,13.7373737373737,0.382879418256485,1.04895706476335
69,13.9393939393939,0.422316468596175,1.31674353448974
70,14.1414141414141,0.177714659710325,1.61225857747258
71,14.3434343434343,0.195263243023452,1.94241630039448
72,14.5454545454545,0.32527476082143,2.01694512334464
73,14.7474747474747,0.349955212502715,2.40634827152754
74,14.9494949494949,0.289140425207916,2.79703810924173
75,15.1515151515151,0.673092717949855,3.21140628351954
76,15.3535353535353,0.686592733969466,3.5056897779012
77,15.5555555555555,1.2305518190211,3.8337888091033
78,15.7575757575757,2.20768819321939,3.90396118388588
79,15.9595959595959,3.45148560781131,3.63260061432191
80,16.1616161616161,4.92302552382324,3.08637832026957
81,16.3636363636363,6.22992038925299,2.03180557878716
82,16.5656565656565,6.099111598314,1.52594295861753
83,16.7676767676767,5.57323871998531,0.931001612463334
84,16.9696969696969,4.56083924727944,0.771019936524291
85,17.1717171717171,3.62460823297564,0.796669923658602
86,17.3737373737373,2.57661795460317,0.554406163247516
87,17.5757575757575,2.12303540294611,0.496153812609913
88,17.7777777777777,1.5435278952479,0.497208653363838
89,17.9797979797979,1.2476446376553,0.57677884820732
90,18.1818181818181,1.04613386052456,0.592682380197495
91,18.3838383838383,0.712575766194601,0.770563141011009
92,18.5858585858585,0.569894558808803,0.637670349365044
93,18.7878787878787,0.650393223821032,0.904862099596957
94,18.9898989898989,0.471134712845285,0.958384359828248
95,19.1919191919191,0.310345853628917,1.24188957069033
96,19.3939393939393,0.324595088387605,1.43725675008051
97,19.5959595959595,0.258083111046729,1.56281030829505
98,19.7979797979797,0.283679847547336,1.83417075347776
99,20.0,0.135955870949772,2.14706546102614


